"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10"
-3.20206536126628,45.058640353155,1,0,3.6013245961266,0,0.999999999969817,0.000105797969934251,1,0,-1.291111536026
-4.19377060607753,0.265556193482539,1,0,1.84659223707346,0,0.171043457814188,0.336070497775757,1,0,-1.50433590076864
2.77473588290175,5.89276223618942,0,0,3.42181257226039,0,0.999961517342577,0.99944794626965,0,0,-1.27643189489841
-0.0835910713196093,36.0927228530201,0,0,20.6634117452404,1,0.653511941867415,0.999967159275812,0,0,-1.29198671795428
6.35604112469482,16.1772578816613,0,1,1.27880835633018,0,0.231845857720246,0.95077294202577,0,0,-1.73142020918429
-3.66814901848839,0.586844995259436,1,0,0.00935719878678578,0,1.47203647036157e-11,0.99999989535742,1,1,-1.46924416676164
-5.3780635882868,2.29475349501739,1,0,0.690991752284791,0,7.10739588836817e-06,5.66698743196906e-11,1,0,-1.6305581946671
0.333527977262873,2.37968269306319,0,0,2.65433619980616,1,0.023429331861302,0.0372999978928215,0,0,0.910947206765413
-2.36707197502879,0.63723345331041,0,0,0.432629206009617,1,0.999978294989955,0.189581616103031,1,0,-1.6923962110281
0.413726101808058,5.1477970381203,0,0,0.592888308736702,1,0.999999999917815,2.12649707715892e-06,0,1,0.230851202458144
-2.06128654648969,1.24197346137734,1,0,3.02317122491502,0,1.00097639736193e-08,0.0194383168682609,0,1,-1.07098539367318
5.9104686928936,83.183375094999,0,1,0.161528240728691,0,0.999936676179499,2.42671314509389e-05,1,0,-1.64374754086137
-0.0872218945947219,1.94857758439877,1,0,5.58672056620004,0,0.996534447749109,0.992603730989676,0,0,0.451803902834654
-0.223466547352397,4.68204315729768,1,0,0.262414360792812,0,0.999999630211053,0.0104797160850857,0,0,-0.462442191243172
0.435739724913252,13.5221211451753,1,0,2.98070744623222,0,0.900190583823309,0.84293664839265,0,0,-0.223942012190819
0.395687019105537,0.800016974454684,0,0,0.641158686021923,1,0.999999942737673,0.646957231917778,1,0,-0.483858416229486
0.102589604138209,0.28565436966798,0,1,0.0551723136216112,0,0.00256851014001668,0.0381240038917514,1,0,-0.0890277943760156
0.0656297755500913,8.02100376687006,0,0,1.18452709244428,1,0.382016788595945,0.986385374522884,1,0,-1.25242334023118
0.597004105940861,12.1503773977007,0,0,0.636621863008573,1,0.904783077030223,0.0445561080306308,1,1,0.235384386405349
2.15914569102782,4.88829569734538,0,1,143.375464870496,0,0.245364343502279,0.999999608327377,0,1,0.967644422724843
2.03881751332659,2.92557169459171,0,0,44.8682919514203,1,2.9420271101755e-08,4.15512420233358e-10,1,1,1.53695695511997
-1.40913349709182,4.78814111547718,0,0,2.54680386441582,0,2.05626636896107e-09,0.000290704533193759,0,1,-1.74699198901653
0.848686268629459,0.847760441579902,0,0,2.24029000907178,1,0.0429668194478387,0.322793153077084,0,1,0.463297079652548
4.44349569335475,0.574413468788681,0,1,0.140719110731428,0,2.6852966614036e-06,4.87515413945494e-10,0,0,-1.37464875884354
-4.13900227943002,1.86361724183646,1,0,1.29426633346418,0,0.915378208670571,0.999996703654439,1,0,-1.59704470217228
3.68846271416758,6.40939650063097,0,1,0.056395855719694,0,0.000225254384489333,9.63919865645069e-07,1,0,-1.27754074923694
1.42316787248718,0.655905653753706,0,1,3.53244949451654,0,0.0123721233370741,0.999978105597537,1,1,-0.846539839953184
-0.225280764542135,27.411644564869,0,0,8.64551724817114,1,0.939721722494469,0.254094679809829,1,1,-1.30568314306438
2.53845102199022,0.500088571085489,0,0,2.14474433802101,1,0.853492188272705,0.999999999920253,1,0,1.58838254615664
0.878342624534314,2.50716289361042,0,0,1926.37762987088,1,0.000436952899399427,0.878588080083331,0,1,0.99499748967588
-6.0290577493557,0.210134010667236,1,0,0.890930817934138,0,1.9198562698215e-07,0.999996455441538,1,0,-1.76908581219614
-0.79574270635729,638.126889435474,0,0,0.298063592340148,0,0.999999351944762,0.993336683725719,1,0,0.324581318125129
-0.0212804555350494,5.41966016491072,1,0,0.531579529008647,0,0.765136712602326,0.000318572193310466,1,0,-0.280939886793494
-0.0245141704444982,0.791829624657528,1,0,1.20327885878801,0,0.999133089649189,0.996562272929191,1,0,0.41585775218904
-0.0731947478415933,9.80639098615191,1,0,2.19782533783287,0,8.89317854805816e-08,5.52515390970183e-06,1,1,-0.228735864982009
-0.70544708528392,4.49021813248814,1,0,49771.9737987051,0,7.63930359710243e-10,0.998663845586164,1,0,0.681560650840402
0.681613632529555,4.03935463146648,0,0,0.0332145472877148,1,0.981398197118427,0.23295592565152,1,1,-0.289566784054041
0.518522416511321,2.15386581320705,1,0,22.1172772118967,0,2.20720287632329e-07,0.000642355558600648,1,0,-0.553129817843437
-0.657976859181401,1.59538818842334,1,0,7.37242753393403,0,0.152433566417668,0.999999999810939,0,1,0.69876499697566
-1.17249335558368,0.195113930160135,1,0,0.497528293592616,0,0.999999998287835,0.999999999395465,0,1,0.943496348783374
0.40687116172771,0.939248059417076,0,0,2.75772353604868,1,0.909642697866483,0.99998839473755,0,0,0.587062958702445
0.744672647401407,2.34553757996678,0,1,0.867577607024538,0,0.999999999777535,0.999250688913698,0,0,0.0454031364619734
1.97353899690051,2.84615185024689,0,0,207.652775389082,0,0.111423041226325,1.64464594279901e-13,0,0,-0.375095823258161
